user_id,retweet_count,favourite_count,polarity,friends_polarity,num_friends
52,40.888324873096444,0.2233502538071066,0.11739310023732609,0.1387665687951282,93
35563,3916.233695652174,2.135869565217391,0.10179937476472799,0.14110604803665075,525
1861461,156.46629213483146,0.651685393258427,0.1268885873708807,0.1463075852027999,836
5677342,609.3350785340314,0.49214659685863876,0.17622345760696548,0.1515228573981847,407
6678622,328.6178010471204,0.02617801047120419,0.014951874768628698,0.14216701025350206,576
11173662,816.1458333333334,0.3888888888888889,0.07406121816712094,0.13036474451648267,661
11755212,1645.4947368421053,0.19473684210526315,0.1576115648970912,0.14355484076199598,2360
12511752,0.1310344827586207,0.4689655172413793,0.08315976140717525,0.13738740426076812,237
12820162,456.77659574468083,3.276595744680851,0.0447699932553656,0.14149401762990085,116
14422558,552.3299492385787,0.025380710659898477,0.10470233517187831,0.11595152730589663,29
14732435,24.6536312849162,0.0111731843575419,0.1189485235434956,0.15257617720682304,95
15125708,1137.296875,0.765625,0.10466228348715327,0.14722357219254123,803
15284226,2983.4293193717276,1.9162303664921465,0.10082900181067726,0.1248667249128171,158
15686107,46.68333333333333,0.011111111111111112,0.2251602867297312,0.17414148892114192,449
15838413,2851.44099378882,0.08695652173913043,0.12678237192988745,0.13967644062796739,476
15846334,355.5754189944134,4.960893854748603,0.03750591677616818,0.14919568243191564,176
16086557,26.99421965317919,0.23121387283236994,0.24097337432958815,0.17795322525503462,229
16152043,5865.597883597884,0.24867724867724866,0.052055557191611604,0.14311454656348288,1067
16367374,2591.022099447514,3.303867403314917,-0.005696377747482713,0.08302077123680508,547
16715233,2854.4615384615386,0.20710059171597633,0.0635387767503152,0.1500547166642012,1658
17276847,0.0,0.0782608695652174,0.15509635171591699,0.1814996061585508,414
17850567,78.87912087912088,0.3901098901098901,0.07020753651110792,0.1365067969048906,77
18213874,1391.1968085106382,0.6542553191489362,0.20697802237163943,0.16326244302384343,536
18243661,28.01530612244898,2.739795918367347,0.25635553696586866,0.20502744694020703,2109
18711400,1508.5243243243244,0.5459459459459459,0.145567721942722,0.1440856024183709,355
20338016,0.8080808080808081,0.06565656565656566,0.09157012495080692,0.10908433594225325,69
20371210,2243.233333333333,13.433333333333334,0.11130489919031583,0.1474009728117602,2028
20373740,3968.5656565656564,0.0,0.03750084272022402,0.08033291635529534,979
20383354,8041.731428571428,0.44,0.05080732931090075,0.15684093525999834,153
20600241,135.94054054054055,0.12972972972972974,0.14841796341796337,0.15033061476359819,384
20610467,1.328125,0.8203125,0.29853321158008655,0.18732641081690124,1093
20837535,2538.27374301676,2.4078212290502794,0.1634830329767481,0.15522547216047772,1819
21138558,3088.043010752688,5.268817204301075,0.11908978417042931,0.13473650993745742,226
21256776,3558.5978835978835,0.5396825396825397,0.03581417390500283,0.12994530365595472,223
21305853,120.93684210526315,0.015789473684210527,0.1983391113516114,0.14288463328788364,14
21530077,3549.1989247311826,0.6935483870967742,0.029952749460813964,0.13624152485390384,278
21612350,258.574358974359,0.23076923076923078,0.3551890026640029,0.17884334244073483,84
21747355,480.5,0.05084745762711865,0.19996840267951038,0.1633893337117213,746
21828350,12001.688775510203,1.153061224489796,0.02415545456999539,0.12262250304793826,277
22145024,620.4450867052024,0.24277456647398843,0.12546907973208557,0.10697495414672291,227
22238110,201.9578947368421,0.3105263157894737,0.12926266423634847,0.15691809098063647,137
22321810,2246.766666666667,0.4666666666666667,0.1480212842712843,0.10720252399217868,64
22400206,19036.656804733728,1.4319526627218935,0.06550470718739947,0.09171514433791925,142
22846046,678.7191011235955,0.06741573033707865,0.1061496262788398,0.13127147862406896,23
24145766,154.6141304347826,0.7391304347826086,0.08955415960850747,0.13788107024057142,1709
24257454,0.0,0.015,0.3873863906926407,0.14004909509159907,1170
24303501,0.006134969325153374,0.3987730061349693,0.17720381952743916,0.17535756296323957,538
24320821,1729.2530864197531,0.12345679012345678,0.14644017333832154,0.14900544994995826,1523
25142264,4855.7657657657655,0.954954954954955,0.10426181051181052,0.14075971990164865,90
