id,followerid
547764853,841370343793147904
547764853,839581747536887808
547764853,14563685
547764853,835753620436058112
547764853,829895109374312448
547764853,827228277605531649
547764853,825461000719708165
547764853,824554478829502466
547764853,822111980198756352
547764853,819304544978903041
547764853,820289902579503106
547764853,19477438
547764853,816961836318867456
547764853,1357003465
547764853,14776283
547764853,793597944083714049
547764853,33541818
547764853,2294774450
547764853,765992437865127937
547764853,87218576
547764853,1448076800
547764853,738516760018571265
547764853,326305389
547764853,30235884
547764853,38902531
547764853,36200893
547764853,4174195043
547764853,743239002027790337
547764853,729404430865551361
547764853,244522703
547764853,733697145472192513
547764853,1020356491
547764853,80700954
547764853,722399630324023298
547764853,53596673
547764853,4844180789
547764853,426148238
547764853,4665539336
547764853,470425300
547764853,59266953
547764853,4579846942
547764853,2869242167
547764853,143152270
547764853,4328851153
547764853,582303715
547764853,3424512502
547764853,124928498
547764853,2261570461
547764853,2903099542
547764853,3704216117
547764853,3302082025
547764853,157044462
547764853,403019937
547764853,3289132639
547764853,413606585
547764853,1886686320
547764853,189411258
547764853,122730021
547764853,3234337326
547764853,2414775048
547764853,3228464664
547764853,2252976408
547764853,3221503056
547764853,3207107092
547764853,3168413878
547764853,353192503
547764853,3148870527
547764853,21336769
547764853,3106851742
547764853,3105612324
547764853,2815991109
547764853,47677730
547764853,2956057142
547764853,2369204738
547764853,2568862439
547764853,344264904
547764853,2957198433
547764853,236233002
547764853,1347459350
547764853,2245200340
547764853,112479899
547764853,2839067723
547764853,1712588198
547764853,2827663576
547764853,414197446
547764853,2246255382
547764853,2797222539
547764853,565695520
547764853,42951934
547764853,19518113
547764853,270134130
547764853,2271058113
547764853,61432562
547764853,60115906
547764853,279247689
547764853,102800692
547764853,2480936172
547764853,2737933265
547764853,703916353
547764853,392419417
547764853,25757647
547764853,1157535032
547764853,1308666954
547764853,239459255
547764853,304684403
547764853,2664358725
547764853,116034884
547764853,1512393217
547764853,365854151
547764853,2389439155
547764853,14922777
547764853,2277102390
547764853,2433259327
547764853,2427725306
547764853,1239481184
547764853,2412951481
547764853,17402023
547764853,116520313
547764853,2401406340
547764853,1379834815
547764853,1459553364
547764853,539634795
547764853,429455300
547764853,2360374507
547764853,24685188
547764853,1593761766
547764853,748497103
547764853,721652066
547764853,484445361
547764853,607698857
547764853,325265348
547764853,276260939
547764853,546373764
547764853,1564571064
547764853,21629214
547764853,295452268
547764853,298859448
547764853,372670563
547764853,45436858
547764853,1869634392
547764853,18623155
547764853,96066256
547764853,868603808
547764853,236952182
547764853,1092807170
547764853,470440635
547764853,1548340614
547764853,18372075
547764853,76295535
547764853,32017696
547764853,1014386324
547764853,22474811
547764853,399584499
547764853,538630801
547764853,34485937
547764853,436261488
547764853,256181562
547764853,431446011
547764853,495030067
547764853,27697811
547764853,295445740
547764853,172281487
547764853,1344933582
547764853,1594279322
547764853,1628205282
547764853,244678278
547764853,184849625
547764853,606378971
547764853,952801650
547764853,33451576
547764853,294570164
547764853,1109350782
547764853,1493714966
547764853,541887532
547764853,1384484989
547764853,340044155
547764853,15057383
547764853,1406437932
547764853,1194817699
547764853,1344513668
547764853,280875546
547764853,1342910726
547764853,1344436597
547764853,608675091
547764853,354450955
547764853,36811930
547764853,308868942
547764853,65689437
547764853,125772115
547764853,62583840
547764853,28062590
547764853,19511814
547764853,575112114
547764853,1142916918
547764853,509264339
547764853,508483472
547764853,258616058
547764853,1064408868
547764853,178975099
547764853,418217811
547764853,52807327
547764853,300520889
547764853,472632360
547764853,20782817
547764853,49117632
547764853,21255959
547764853,263421123
547764853,484496982
547764853,314357387
547764853,43691978
547764853,161555654
547764853,494496774
547764853,103731753
547764853,268095618
547764853,483255794
547764853,25961336
547764853,762799220
547764853,940427826
547764853,18497672
547764853,222938305
547764853,226618893
547764853,303246218
547764853,217570562
547764853,240010658
547764853,813696463
547764853,23680001
547764853,595664689
547764853,227038828
547764853,760652540
547764853,237883042
547764853,94497629
547764853,41030893
547764853,500113719
547764853,270013166
547764853,290742387
547764853,333516547
547764853,476509002
547764853,109409611
547764853,404890426
547764853,46591421
547764853,59252405
547764853,25759024
547764853,237095576
547764853,164339682
547764853,503141345
547764853,423580725
547764853,75476787
547764853,407203987
547764853,305367725
547764853,63474811
547764853,47238408
547764853,157460119
547764853,596981104
547764853,23284126
547764853,53533812
547764853,183355447
547764853,16558491
547764853,470804349
547764853,79026407
547764853,18238744
547764853,402336802
547764853,348847040
547764853,37476950
547764853,15999096
547764853,488069475
547764853,320811771
547764853,132647388
547764853,444035658
547764853,328292103
547764853,524662716
547764853,78682867
547764853,362795612
547764853,95969820
547764853,237788735
547764853,30745048
547764853,171956476
547764853,49771423
547764853,269314011
547764853,231328592
547764853,148810638
547764853,276611962
547764853,144417336
547764853,117216474
547764853,217923084
547764853,249992999
547764853,51437636
547764853,52409997
547764853,61109040
547764853,290449550
547764853,58119644
547764853,137818466
547764853,56857190
547764853,267061557
547764853,17766021
547764853,19462473
547764853,280553591
547764853,40618694
547764853,36568444
547764853,19690196
547764853,304775757
547764853,25135289
547764853,39696053
547764853,206067340
547764853,18236995
547764853,116493215
547764853,172801167
36704377,90055449
36704377,3929678067
36704377,1218177784859762689
36704377,630683753
36704377,1052682047058313221
36704377,1272186399182262277
36704377,560302858
36704377,1184968122471763968
36704377,2367900047
36704377,1242678718964924417
36704377,36636191
36704377,836014134713966592
36704377,1241189948902047744
36704377,750857021168156672
36704377,1214709237076680705
36704377,3837803723
36704377,1091104656464531462
36704377,956572044
36704377,29678446
36704377,45539854
36704377,1192755810826440704
36704377,1180153122888519680
36704377,3991052842
36704377,816510588
36704377,2823413667
36704377,4441478896
36704377,153981304
36704377,42602780
36704377,1132103819033112576
36704377,1591118918
36704377,1349714696
36704377,1548727087
36704377,156697017
36704377,2385296562
36704377,1108766227546210309
36704377,888382632190410753
36704377,864857652903411712
36704377,1027697320698277889
36704377,386206329
36704377,901599562930036740
36704377,1079024991046389760
36704377,18131691
36704377,1041078069870551040
36704377,1060288322201890816
36704377,1040976138611437569
36704377,2426838540
36704377,727870926017179648
36704377,35415477
36704377,2310886342
36704377,1031637532885311488
36704377,1306127412
36704377,4318534215
36704377,977920287097479169
36704377,23758867
36704377,715224924
36704377,911904697589600256
36704377,175385645
36704377,2822741299
36704377,2918319207
36704377,300618492
36704377,1523319854
36704377,3051704154
36704377,221436280
36704377,2304036042
36704377,925138063621312512
36704377,550564476
36704377,65702012
36704377,829716727193796608
36704377,87269548
36704377,3021380434
36704377,884930995090104320
36704377,1577578939
36704377,2327103420
36704377,577390754
36704377,838796733270257666
36704377,494261272
36704377,380010278
36704377,844174873123524610
36704377,843994250194964481
36704377,37497010
36704377,717836060668112896
36704377,29246632
36704377,4920738826
36704377,801128766969966592
36704377,4406341283
36704377,776060885253156864
36704377,768224721590771712
36704377,3038574548
36704377,756256983347523584
36704377,752491932836921344
36704377,3582214276
36704377,486055730
36704377,23369681
36704377,1517530292
36704377,730200116636712960
36704377,145263152
36704377,1345299000
36704377,708336910566035456
36704377,26913820
36704377,908444492
36704377,1675538816
36704377,4485428374
36704377,1599544531
36704377,10073022
36704377,1648147814
36704377,4041158120
36704377,589139879
36704377,4339435333
36704377,4898425515
36704377,2584305715
36704377,4010699195
36704377,42988118
36704377,740849719
36704377,1588775876
36704377,26375939
36704377,2710572428
36704377,29043143
36704377,4154372717
36704377,1403450498
36704377,3557230455
36704377,2994342736
36704377,477918885
36704377,3294660413
36704377,1002960763
36704377,834673453
36704377,20879895
36704377,35572056
36704377,2185069605
36704377,1149526440
36704377,36547312
36704377,286937666
36704377,467095922
36704377,284784001
152808586,334482372
152808586,390340303
152808586,2352635871
152808586,762221910
152808586,32925210
152808586,2147962662
152808586,319317319
152808586,363766315
152808586,158149179
152808586,145379619
152808586,185331072
152808586,341763230
152808586,1105662344900820993
152808586,153037214
152808586,1161724438569791496
152808586,370327154
152808586,460956816
152808586,1254545606
152808586,73118872
152808586,952946636963147777
152808586,148217951
152808586,59293510
152808586,372909453
152808586,2166861918
152808586,1058549000238981121
152808586,451554801
152808586,1237326417467236352
152808586,305498737
152808586,743873606283890689
152808586,335422768
152808586,1033490794978656257
152808586,1248563498403192833
152808586,178384927
152808586,291807943
152808586,1248902347406880768
152808586,1289636294293938176
152808586,1623623947
152808586,1574809388
152808586,64849216
152808586,218672706
152808586,100406712
152808586,200060469
152808586,1297823409401991169
152808586,1263648082954240001
152808586,290725855
152808586,199844373
152808586,318533197
152808586,174718085
152808586,373471081
152808586,2536384815
152808586,4916736365
152808586,2964042730
152808586,1610955967
152808586,43203499
152808586,1187614147
152808586,593181405
152808586,917472312
152808586,758326075667648516
152808586,793887714
152808586,1284128804311576577
152808586,774307972415651840
152808586,1278086175622868992
152808586,1269348702138912775
152808586,1258884082865508352
152808586,636158355
152808586,2187106488
152808586,57718570
152808586,1239319609355968512
152808586,206711456
152808586,1047433090023526400
152808586,249816173
152808586,306805288
152808586,1071097364
152808586,334586058
152808586,1246132254700642309
152808586,1214205466458279941
152808586,2318082740
152808586,587269187
152808586,1020016744507822081
152808586,1163886797681778693
152808586,465106733
152808586,291650696
152808586,226235366
152808586,239024631
152808586,700385612994580480
152808586,940334368727490560
152808586,2831854425
152808586,364826506
152808586,292391542
152808586,610558537
152808586,1042803847071096832
152808586,2363174159
152808586,173098649
152808586,1032175108918521856
152808586,2801883802
152808586,1025103959567032320
152808586,175478827
152808586,982099099154436096
152808586,558125430
152808586,304755074
152808586,334999144
152808586,718225082758393857
152808586,84616687
152808586,867762070674079749
152808586,160300805
152808586,949907334071021568
152808586,721792889316093953
152808586,929906966641733632
152808586,922123019287281664
152808586,921303793718796288
152808586,920723613514371074
152808586,910707740942782465
152808586,868338722714025984
152808586,531632591
152808586,2535877468
152808586,895292765734666240
152808586,847969194
152808586,890620396130762753
152808586,729249721475305472
152808586,2657135445
152808586,778648651329572864
152808586,874444025264300032
152808586,758752153548693505
152808586,421158986
152808586,837571761013198848
152808586,302145418
152808586,236281454
152808586,246611308
152808586,739999807540887552
152808586,315893874
152808586,213567504
152808586,737755853089083392
152808586,818823000116097024
152808586,169370006
152808586,798783188
152808586,1949507190
152808586,766080428692340739
152808586,2358749749
152808586,762708825552121857
152808586,495787712
152808586,2801016897
152808586,1555842811
152808586,2727597237
152808586,1642853454
152808586,763763524321632256
152808586,3439213474
152808586,122552606
152808586,91044319
152808586,40657428
152808586,128215040
152808586,762292941834620928
152808586,252136345
152808586,309951747
152808586,51008711
152808586,162634096
152808586,189321708
152808586,147155716
152808586,283987127
152808586,167705336
152808586,527825975
152808586,512444391
152808586,470483446
152808586,17621700
152808586,715286525479665664
152808586,2631720003
152808586,117924969
152808586,104454907
152808586,160544903
152808586,252815624
152808586,766740838739283968
152808586,763882705452957696
152808586,84203667
152808586,130218645
152808586,560573596
152808586,736572312288428032
152808586,4321698279
152808586,727102635254398977
152808586,189564533
152808586,284922788
152808586,4818625509
152808586,1105293672
152808586,4580082651
152808586,222834463
152808586,3435798867
152808586,2633013339
152808586,244337542
152808586,3291696309
152808586,3220282194
152808586,1202242562
152808586,2945895653
152808586,2924209396
152808586,2884972823
152808586,491754205
152808586,2767709500
152808586,191487308
152808586,145256285
152808586,2265375720
152808586,2270918240
152808586,2730343120
152808586,2154172076
152808586,1172570491
152808586,2657292595
152808586,2649167033
152808586,2335980669
152808586,2571337162
152808586,2502920010
152808586,22618697
152808586,17126774
152808586,2490318264
152808586,244502368
152808586,34243597
152808586,2332699218
152808586,1320125328
152808586,797395987
152808586,119375482
152808586,2307405056
152808586,121216716
152808586,1966566602
152808586,1945122398
152808586,1901937860
152808586,556295186
152808586,1700985756
152808586,1605403796
152808586,509089465
152808586,65444331
152808586,190020136
152808586,973849663
152808586,1243185091
152808586,197512895
152808586,1351651142
152808586,1289335776
152808586,1204996058
152808586,1183988580
152808586,947554644
152808586,292896412
152808586,1087117057
152808586,1048695708
152808586,410304501
152808586,449699416
152808586,485891610
152808586,557066588
152808586,946133264
152808586,139459344
152808586,156344150
152808586,746861179
152808586,32888465
152808586,179087772
152808586,776148798
152808586,14113237
152808586,827588401
152808586,790043970
152808586,260852741
152808586,201761618
152808586,715024201
152808586,226727191
152808586,210596828
152808586,604423308
152808586,619512687
152808586,66345537
152808586,556935930
152808586,587761903
152808586,603792218
152808586,451611285
152808586,44604688
152808586,461718252
152808586,568434397
152808586,204516632
152808586,289467756
152808586,295953160
152808586,549545412
152808586,361485745
152808586,537371247
152808586,414637309
152808586,279104231
152808586,514918098
152808586,284219625
152808586,97937400
152808586,344425330
152808586,399523500
152808586,452099112
152808586,128702641
152808586,335259022
152808586,421463905
152808586,236438161
152808586,417894251
152808586,450568371
152808586,63699701
152808586,329672712
152808586,780401
152808586,183823790
152808586,404365911
152808586,172219703
152808586,233698452
152808586,396425913
152808586,181961913
152808586,223823046
152808586,272427585
152808586,393988908
152808586,389413061
152808586,384010700
152808586,387400368
152808586,383271532
152808586,377023973
152808586,172592270
152808586,38175564
152808586,17839212
152808586,337957669
152808586,324876304
152808586,53150104
152808586,342014323
152808586,106714859
152808586,181936479
152808586,210410623
152808586,333299588
152808586,90175977
152808586,325572030
152808586,248659858
152808586,14113194
152808586,17141551
152808586,308396763
152808586,307349802
152808586,191005799
152808586,273684623
152808586,218521388
152808586,56639794
152808586,240259883
152808586,289515307
152808586,274901119
152808586,275015229
152808586,188433465
152808586,267244129
152808586,141370435
152808586,131589378
152808586,186041035
152808586,251386618
152808586,244024899
152808586,134416287
152808586,224794738
152808586,223978347
152808586,18939115
152808586,209067380
152808586,71222060
152808586,79517684
152808586,17999586
152808586,22618846
152808586,11955502
152808586,22618737
152808586,22618665
152808586,90176691
152808586,172282897
152808586,14113199
152808586,71789409
84646567,2885654166
84646567,1218530763882106880
84646567,3045470383
84646567,2414577126
84646567,951857910883209216
84646567,760091112602165249
84646567,2273218574
84646567,125600054
84646567,206690821
84646567,461004600
84646567,990280710362558464
84646567,899607944131616768
84646567,843724160610189313
84646567,955599380043546624
84646567,118216757
84646567,189512716
84646567,760240293358739456
84646567,4848275412
84646567,2787456487
84646567,2529158575
84646567,3196068810
84646567,3059649951
84646567,1956560808
84646567,2895812041
84646567,2449539031
84646567,140436662
84646567,798352472
84646567,130739947
84646567,2773577652
84646567,2262298435
84646567,129073791
84646567,1032724303
84646567,1702622347
84646567,248708972
84646567,583563266
84646567,193664006
84646567,1313514518
84646567,1245861896
84646567,495778190
84646567,378354262
84646567,93363010
84646567,1021454588
84646567,887729858
84646567,147232365
84646567,913538582
84646567,196915860
84646567,738079370
84646567,260258276
84646567,421591089
84646567,614179828
84646567,577662793
84646567,399993670
84646567,564315294
84646567,178155536
84646567,206677207
84646567,145619191
84646567,536958796
84646567,357300434
84646567,104036795
84646567,356154530
84646567,495874836
84646567,482690139
84646567,490946264
84646567,141571871
84646567,472975868
84646567,211093373
84646567,414428553
84646567,356756563
84646567,55678164
84646567,358620315
84646567,371569119
84646567,234655347
84646567,370528663
84646567,390228227
84646567,376324490
84646567,144656412
84646567,112177235
84646567,138000982
84646567,262571284
84646567,317123507
84646567,95886264
84646567,84114260
84646567,128496517
84646567,290534264
84646567,111989839
84646567,79104620
84646567,272454055
84646567,188576105
84646567,131050125
84646567,185917095
84646567,151320110
84646567,120359195
84646567,209832936
84646567,147103477
84646567,250971924
84646567,247876274
84646567,195546272
84646567,130440977
84646567,123129630
84646567,99116576
84646567,172928896
84646567,82742008
84646567,71497936
84646567,102227321
84646567,150233561
84646567,227676360
84646567,99926051
84646567,121940732
84646567,197827171
84646567,218117388
84646567,143838972
84646567,62854474
84646567,167020474
84646567,142703479
84646567,90880513
84646567,173343052
84646567,105356654
84646567,111872777
84646567,99252114
84646567,140522070
84646567,134053386
84646567,159404620
84646567,118348592
84646567,189824596
84646567,119790990
84646567,186292676
84646567,185513562
84646567,115668187
84646567,168019455
84646567,43877319
84646567,109992781
84646567,105284985
84646567,137025675
84646567,96898753
84646567,96516704
84646567,161638686
84646567,93770252
84646567,160573562
84646567,134491486
84646567,70906853
84646567,167933386
84646567,167436355
84646567,101386650
84646567,61725153
84646567,34938875
84646567,62444019
84646567,132710102
84646567,89603038
84646567,148728131
84646567,147805499
84646567,84245838
84646567,97124123
84646567,117660610
84646567,135845099
84646567,67248037
84646567,130357818
84646567,120980340
84646567,65599294
84646567,44807358
84646567,46964282
281032362,1256066786321215490
281032362,1025850730543022081
281032362,1269268851058974720
281032362,970400550570348544
281032362,1152671694852694021
281032362,1098420193
281032362,1479200953
281032362,1200108159316176903
281032362,889154611944271874
281032362,1193048910857752577
281032362,1186287128659017729
281032362,1018228321082015745
281032362,1162753969116057600
281032362,243288468
281032362,1138764995779596289
281032362,1037271476452372480
281032362,1137086906922090496
281032362,1139681066162249729
281032362,1136447932385902594
281032362,1097489847017791491
281032362,1131110934875971584
281032362,830703233492459520
281032362,1020326521666506752
281032362,1083022609342754816
281032362,2427629694
281032362,1046482794094964743
281032362,1086655669682475009
281032362,1104514566552203264
281032362,778274714636709888
281032362,1291355263
281032362,534420501
281032362,2264424849
281032362,4877756968
281032362,1023812910693462017
281032362,4689473840
281032362,1093442169237573632
281032362,1035527172046442496
281032362,789959269709996032
281032362,1969355124
281032362,1286004332
281032362,967849751092846598
281032362,947850911040327682
281032362,923344561501560832
281032362,897130136620998656
281032362,251848709
281032362,787160552212619264
281032362,755782202332475392
281032362,1367823691
281032362,4450504954
281032362,2931340106
281032362,1940487708
281032362,3194440217
281032362,2842108572
281032362,302559471
281032362,109419861
281032362,2786178228
281032362,1142023032
281032362,503452572
281032362,2174023375
281032362,2401556377
281032362,2215399692
281032362,2198298577
281032362,626318403
281032362,1713495978
281032362,1679770753
281032362,1550242070
281032362,1539833402
281032362,168402349
281032362,1430002868
281032362,1267585932
281032362,1357677368
281032362,1397444924
281032362,314721212
281032362,431637412
281032362,63877509
281032362,997105075
281032362,316810799
281032362,739891206
281032362,985998890
281032362,823014654
281032362,896482842
281032362,387204466
281032362,848309544
281032362,788754961
281032362,847304233
281032362,584945148
281032362,439196343
281032362,595634023
281032362,789244740
281032362,314785570
281032362,815614610
281032362,765915157
281032362,362589000
281032362,759322656
281032362,805617409
281032362,381148125
281032362,355341738
281032362,791639317
281032362,717413850
281032362,624185988
281032362,58146836
281032362,90356789
281032362,467311251
281032362,753312577
281032362,751207038
281032362,713942635
281032362,489172806
281032362,284191136
281032362,612831209
281032362,733052887
281032362,96629610
281032362,726438030
281032362,80726711
281032362,634908694
281032362,603182144
281032362,610986699
281032362,718509236
281032362,55759973
281032362,89348315
281032362,456712842
281032362,632032021
281032362,623801638
281032362,718066579
281032362,141661824
281032362,559604435
281032362,634515471
281032362,526969099
281032362,585376206
281032362,302884706
281032362,30398403
281032362,215570358
281032362,65568414
281032362,529695015
281032362,320765715
281032362,711878438
281032362,481902763
281032362,701739925
281032362,253587391
281032362,635297201
281032362,701654779
281032362,210156868
281032362,417883263
281032362,622253457
281032362,701759336
281032362,701757024
281032362,90895383
281032362,635827201
281032362,172860644
281032362,21842061
281032362,281529377
281032362,282109216
281032362,276233389
537633475,2577541591
537633475,1283026815100092417
537633475,170191056
537633475,245031923
537633475,713726634
537633475,2504562345
537633475,983804084
537633475,372118628
537633475,375500704
537633475,600613583
537633475,420387396
537633475,909460971713789953
537633475,1482253818
537633475,325026471
537633475,252424190
537633475,2233799922
537633475,306528044
537633475,1053039558
537633475,1022950044494901248
537633475,977702951878909957
537633475,291304158
537633475,745809943907864578
537633475,551023012
537633475,626178945
537633475,633323206
537633475,77057868
537633475,2159545747
537633475,340660451
537633475,438852779
537633475,940263755832811522
537633475,3185656025
537633475,456993828
537633475,795341160935989248
537633475,1115787140
537633475,832257128588943360
537633475,1689165290
537633475,928741718
537633475,879656766790914050
537633475,361180963
537633475,414395158
537633475,1259671128
537633475,785193786691301376
537633475,2547565812
537633475,201700411
537633475,860902830630031360
537633475,449086005
537633475,278219438
537633475,340406022
537633475,716694291
537633475,287558991
537633475,521934517
537633475,225980519
537633475,731055942
537633475,451835716
537633475,773172344554655744
537633475,769996448503062528
537633475,2945499701
537633475,3300245871
537633475,398419823
537633475,335654799
537633475,550402301
537633475,2504140715
537633475,64273861
537633475,298242406
537633475,717178317435219968
537633475,706329867713839104
537633475,2512622150
537633475,2327767841
537633475,290357898
537633475,4552885038
537633475,977327138
537633475,713867418
537633475,3262252067
537633475,3053670493
537633475,3255062896
537633475,3053672437
537633475,247858167
537633475,564116372
537633475,479095512
537633475,3221958316
537633475,3219528341
537633475,49413074
537633475,3146744377
537633475,277047382
537633475,346217482
537633475,91061815
537633475,251292448
537633475,349584256
537633475,1202597941
537633475,541134223
537633475,1180820221
537633475,555468397
537633475,1302063871
537633475,2441064777
537633475,141810901
537633475,2432872988
537633475,303384937
537633475,446638650
537633475,1433308014
537633475,170145838
126467557,621296213
126467557,456260324
126467557,794331817142878208
126467557,1465988850
126467557,724598280127164417
126467557,195487215
126467557,713115041504083973
126467557,3319112740
126467557,4855025739
126467557,4700619856
126467557,4229447969
126467557,4477266142
126467557,3003023375
126467557,3462934523
126467557,1015638535
126467557,52306313
126467557,4175656577
126467557,3964570893
126467557,267223366
126467557,2562181154
126467557,3731164463
126467557,3515359157
126467557,3099084569
126467557,39157375
126467557,123955962
126467557,256059124
126467557,3439420540
126467557,2298814646
126467557,3396004751
126467557,73568915
126467557,2654537839
126467557,3343478511
126467557,196365365
126467557,3330487343
126467557,3082997536
126467557,425853146
126467557,330521814
126467557,81903407
126467557,467103888
126467557,280147984
126467557,116633564
126467557,2485464463
126467557,97256430
126467557,158937080
126467557,77590640
126467557,604957871
126467557,3191806343
126467557,87224033
126467557,3191746575
126467557,153709927
126467557,70609174
126467557,3191937748
126467557,194403410
126467557,1058655716
126467557,293730478
126467557,336269108
126467557,75895791
126467557,41900404
126467557,116530786
126467557,67066324
126467557,157188627
126467557,306178380
126467557,52174937
126467557,2247267292
126467557,200743157
126467557,474219097
126467557,1029694596
126467557,2972378009
126467557,194695228
126467557,2465556593
126467557,2424415946
126467557,602059666
126467557,2400821755
126467557,32441940
126467557,335667911
126467557,2355582848
126467557,958400634
126467557,2290408811
126467557,562551323
126467557,820433665
126467557,108427553
126467557,31141520
126467557,171300949
126467557,119469021
126467557,1226754308
126467557,1219981890
126467557,1170052458
126467557,216402475
126467557,216436927
126467557,492866812
126467557,99321204
126467557,96603217
126467557,1104654368
126467557,110868281
126467557,69748003
126467557,457846111
126467557,242544762
126467557,105975017
126467557,701907612
126467557,344510270
126467557,87340288
126467557,64751347
126467557,168718641
126467557,202183721
126467557,138161586
126467557,105693294
126467557,202929580
126467557,188141886
126467557,22208477
126467557,54213996
126467557,185028928
126467557,181678776
126467557,130048203
126467557,191872261
126467557,106502630
126467557,34291633
126467557,158741508
126467557,98443647
126467557,36418860
346412047,890157853780176896
346412047,214640791
346412047,75580637
346412047,38260227
40335064,328222442
40335064,770258942
40335064,1247535853280231427
40335064,127396167
40335064,53275722
40335064,111202378
40335064,71962004
40335064,105484449
40335064,746272934
40335064,504823337
40335064,767525728606908417
40335064,434959864
40335064,134277635
40335064,69910835
40335064,77091352
40335064,127358508
40335064,553510268
40335064,1143158945911058432
40335064,228181846
40335064,71610478
40335064,266829225
40335064,1415178217
40335064,1158726212287696897
40335064,882181223728197633
40335064,89170001
40335064,516129182
40335064,145038434
40335064,140958824
40335064,1053123917651550208
40335064,73172578
40335064,2626509821
40335064,624169972
40335064,1069697448648601605
40335064,38646565
40335064,4560707909
40335064,997065151072362496
40335064,1089908406142537728
40335064,528386417
40335064,144611586
40335064,144319941
40335064,91669164
40335064,4821374116
40335064,139491084
40335064,2350257258
40335064,998754178745950209
40335064,1041864511739834368
40335064,148515963
40335064,988125954873622528
40335064,2621784107
40335064,955771779477393408
40335064,85032867
40335064,983166740506005504
40335064,2718129442
40335064,973191194808332288
40335064,29196861
40335064,78345454
40335064,951989163095674881
40335064,1979443868
40335064,912701655568801792
40335064,624400002
40335064,130699423
40335064,3099120071
40335064,584012622
40335064,242545075
40335064,2981969105
40335064,1389289572
40335064,1654929018
40335064,509001382
40335064,56585994
40335064,258846110
40335064,2793174686
40335064,869610261820432384
40335064,601314584
40335064,867030180887490561
40335064,779695885408239621
40335064,1559415060
40335064,58950296
40335064,3045384308
40335064,2972228842
40335064,120873942
40335064,1864909266
40335064,150731424
40335064,262684805
40335064,150437422
40335064,825886601054138368
40335064,94257787
40335064,799445542363340805
40335064,795867566287843328
40335064,275142162
40335064,3091097251
40335064,85471375
40335064,788580938368294913
40335064,225222453
40335064,38819844
40335064,172173813
40335064,769947508478996480
40335064,768803069547118592
40335064,1267650084
40335064,532679089
40335064,3709092137
40335064,307294622
40335064,201370826
40335064,4569025695
40335064,2887995009
40335064,230549056
40335064,3902416354
40335064,4290523455
40335064,4181269834
40335064,65124586
40335064,219426671
40335064,3656496077
40335064,2345158839
40335064,340962112
40335064,3471309797
40335064,3435852443
40335064,3439332711
40335064,1735061245
40335064,3408547791
40335064,3361357323
40335064,3242863382
40335064,3062717998
40335064,3059901797
40335064,501088697
40335064,2482767020
40335064,2463778763
40335064,2977672883
40335064,2966464504
40335064,531747117
40335064,184847666
40335064,203709161
40335064,214156443
40335064,2889349924
40335064,2862797845
40335064,2751163582
40335064,122278227
40335064,378743234
40335064,2551268517
40335064,2467817875
40335064,2480041988
40335064,141989428
40335064,65269352
40335064,123699310
40335064,2425889423
40335064,46781406
40335064,187610234
40335064,2368094133
40335064,116715241
40335064,1247817558
40335064,2332158520
